text;label
gurunya mungkin bingung bahkan bisa marah . marah yang tidak punya etika dan adab sih lurah mukidi;yes
gurunya bahagia bahagia saja katanya . etdah ! ;yes
kaum penyembah puting payudara mengatakan tentara ukraina di bantai . tidak terbalik . ratusan ribu sudah tentara puting terbunuh . sampai narapidana dikirim kemedan perang . itu artinya tentara puting payudara hampir habis;yes
sombonk amat , pakai bikin perjanjian segala , resiko jadi publik figur mbak , kumpul sama keluarga kan tiap hari di rumah , sih mbak bisa seterkenal ini kan karena ada fan ,;yes
sayang banget ya orangnya hitam2 dan jelek-jelek , coba kalau putih bersih , sexy , hidung mancung . pasti diterima dimana saja . kalau soal pengungsi , mau agamanya apapun juga , kalau jelek hitam ya tidak ada yang mau terima . bullshit kalau orang tidak terima karena agamanya sama .;yes
mahkamah konstitusi di obok2 oleh keluarga jokodok yang tidak bisa bergerak berkontribusi sama juga mafia hukum di tangan itupun orang-orang jokodok yang selama ini jadi penjilat , menkokumham pun tidak bisa menunjukan kontribusinya , takut direshuffle nantinya .;yes
mantap libas habis si zaskia got hamas;yes
retno ini kalau tidak jadi menlu saya yakin jadi kadrun mirip neno warisman juga . dari mana dia tau jumlah itu . sejak kapan retno tukang itung2 bom . ? bom dari hamas kenapa tidak dia hitung juga . ? bloon juga ini menlu;yes
halah anies bisa opo , saya urus tanah sengketa dengan dki saja disamper ke balai gubernur , yang menemukan malah wagub cemen apa-apa nyuruh eselon , wagub anis sibuk tidak jelas apa saja;yes
tuh kan . daripada kerja jadi babu perusahaan . belum tentu sampai pensiun bisa dapat itu duit segitu . bagus lah dia bodoh2in orang kaya tolol yang mungkin dapat duit beli tiketnya dari tipu juga;yes
. ngimin . ngimin . makin kelihatan kalau kamu itu kategori mahluk munafik .;yes
tai . asuu , tidak jelas . ! asal an bacot . orang ini . ! ;yes
sih cebol lagi telan ludah gua niy wkwkwk;yes
palestina hamas ini persis rohingya , dikasih ati meminta jantung . negara2 arab tidak ada yang support , fatah pun tidak support . donasi2 palestina dipakai buat depo judi online , tolol betul yang nyumbang .;yes
biadab , anjing zionis israel antek amerika;yes
ini ini . belum jadi . sudah tipu rakyat . kalau tidak menang . negara bahaya . memang lo tuhan , . tuhan penipu;yes
itu makanya kasihan pak ganjar jadi presiden . di negara mana yang ada seorang kepala negara dihina hina dan didikte oleh seorang nenek gembrot yang otoriter .;yes
kpk setelah antasari menjabat , sudah tidak bisa dippercaya . ibarat maling teriak maling . apalagi itu sih baswedan dan sih abaraham samad pali enggak menjijikkan . bubarkan saja ;yes
hei tolol lo jangan curiga terus sama al ri ya tunjukan bukti bila lo ada bukti jangan congor lo asal mengomong hidup alri berjuang terus pahlawanku;yes
itu yang editnya siapa . tolol . , katanya sudah pro . tapi masih ada yang bocor .;yes
netanyahu inspirasi non muslim melawan jihad n intoleransi kadrun2 . tidak punya cabang teroris gaes . beda dengan hamas yang punya isis , al qaeda dengan sumber halal .;yes
bodohnya yang percaya probowo , sih at orba;yes
karya kadrun konoha memang tidak pernah gagal mempertontonkan kualitas iq yang cuma tuju puluh . jauh dari cerdas ;yes
saran saya yang kemarin suka demo2 bela hamas saja dulu diterjunkan ke papua , siapa tau bisa menangkap kkb papua . kalau bisa paling para pemuja hamas jadi sasaran empuk kkb , hitung2 ngurangin penduduk dari intoleransi dan mengurangi para kadrun pks fpi jii , hti dan sih celana cingkrang sih kumis kambing hahaha;yes
ada hikmahx antar pendekar2 sekarang baku hantam hahaha . mereka kan manusia biasa juga lah tidak luput ke dunguan . ;yes
wan abud bisanya cuma ngritik , jadi penonton saja kgk ada prestasinya .;yes
tokoh penggagas katakan tidak pada jokowi akan turun gunung . bulatkan tekad untuk korupsi berjemaah bersama pewaris orba dan pejabat serakah ! kbs koalisi bangsat serakah .;yes
woi . mengomong apa jar ? harun masiku itukan kader pdi . hadeh lama-lama kayak sih wan abud ali . salam piala dunia dan wadas dari harun masiku;yes
ada 2 yang buat saya heran dan salut soal ini , . itu inteligen kok goblok amat , sampai sebegitu gampangny ketahuan orang umum , . kedua . kan bos bin itu bestie dengan bos banteng , lah bagaimana ini . solid . solid .;yes
masih muda , mhs , pintar . mata duitan , tapi kelakuan penipu profesional . anak jalanan kaya sampah masyarakat .;yes
kalian sakit jiwa kadrun . sejak ribut2 soal bung towel itu lalu ada tagar lokal pret , tagar shin tae yong out kalian malah kerasukan kuadrat . bawa-bawa pemerintah pula lu ? masih saja ribut shin tae yong out , lokal pret . bego;yes
ini orang yang benci dan iri alias tidak mampu mengekspresikan dengan makian umpatan gpp wajar biar tidak . .;yes
kalau yang 2 datang justru yaman bakal di permalukan . karena yang dua masih banyak tugas yang harus di selesaikan sementara yang satu tidak ada kegiatan . jangan merasa paling pintar ya;yes
beginilah kalau zombie dan otak onta bersatu , jadinya macam lu . ;yes
untung kita tidak di sebelah rusia jelas dirampoknya juga tanah kita begitulah kaum komunis kutu kupret;yes
begonya amit amit , super tolol n dungu , masuk tni polri kok pakai uang super dungu nama nya . ;yes
wkwkwk . ciri otak kadrun kalau memaki yang keluar laknatullah catat ya israel bangsa pilihan tuhan tidak mungkin kalah mau dikeroyok banyak pihak sekalipun . jadi yang menyerang israel adalah bangsa laknatullah ! ;yes
lu doang kali . . buzzer kontol;yes
jokowi bukanlah presiden , jokowi adalah politikus yang memikirkan pemilihan yang akan datang , yang sibuk dengan nafsu kekuasaan , haus kekuasaan !;yes
walkot depok dan anakbuahnya yang pks dan fpi itu punya otak lebih rendah dari hewan keledai pastinya . benar-benar dungu dan gablek buang2 uang . anehnya bahkan fungsi drainasenya tidak jalan , hanya diberi semen dari atas padahal saluran sumbat dibawahnya . tolol benar walkot depok;yes
kentut lu yang global din;yes
kamu 11 12 dengan kadrun2 . sakit jiwa . komen nya tidak sambung;yes
anis hanya pintar menebar janji , tapi janji tinggal janji itulah anis kadrun , lihat di dki ber buih2 mulutnya umbar2 janjinya tapi tidak 1pun terealisasi semua tidak ada terpakai , okoce , dp0 , sumur resapan , p . reklamasi semua bohong ,;yes
pak phk dimana2 upah malah di naikin kira2 masuk akal tidak ? belajar ekonomi tidak pak ? suply demand kira2 orang mau tidak buka usaha ? belajar jadi pengusaha pakai jangan korupsi . melulu .;yes
dongo jangan lupa piara;yes
hebat , luar biasa pak wamen ini , muka badak . sudah putus urat malunya . sesuatu yang mustahil terjadi di jepang atau korea selatan ,;yes
alasan para lane hogger tolol biasanya sudah di limit kecepatan yang diperbolehkan , jadi menurut mereka tidak boleh ada yang memotong;yes
biadab hamas teroris . orang tuanya di bunuh anaknya di culik di jdkan tameng sandera . islam apakah benar seperti itu ? jangan-jangan hamas tidak beragama . hamas teroria harus di musnahkan .;yes
bisa jadi disuruh pinokio . tololng the familiy buat suatu yang berkesan tentang nya . inikan dekat 2024 . buatlah kesan ramah . soal uang rokok bereslah .;yes
era jokowi pdip ini lebih bejat dan sadis dari orba;yes
kedua  adalah iblis !;yes
ente komen di bawah . ente tanya sana sama sini . enggak usah komen aneh-aneh . dasar goblok !;yes
bahaya kenapa min ? kamu dan pendukungmu akan demo sampai titik darah penghabisan supaya dilantik , begitu ? ancamannya mirip sih neno warisman tahun 2019 , dia bilang kalau prabowo sandi kalah dia takut gaka ada lagi orang yang menyembah allah swt , dasar dua nya gemblung tidak berotak .;yes
kalau pikiranmu tidak habis , ya jangan dipikirkan . daripada stres dan tambah gila kan ? apalagi cocoklogi ngawur .;yes
kalau pilih pks sama saja pilih partai mundur contohnya depok dan jabar kala di pimpin aher orang tolol saja kalau pilih pks ;yes
capres paling hancur ya anies . asal beda saja sebetulnya . tidak punya masterplan yang kuat . dki saja rusak diacak2 . jis doang dibanggain . ;yes
halah . kekuatan fisik kayaknya kurang , gaya tackle kayaknya bocah tak , budaya wasit liga 1 goblok2 . terus mau sampai kapan ? diberitau lebih baik , malah melotot .;yes
tidak nyadar omongannya dasar bajingan tolol;yes
tidak usah halusinasi . rakyat sudah cerdas dan waras . pemimpin terbaik bagi bangsa indonesia adalah pak anies baswedan . bisa diadu head tapi head . pribumi . umat islam jangan tolol dan bermental kere yang lemah iman karena sembako dan uang receh .;yes
mirip seperti wan abud waktu kecil jadi gakbener di Jakarta , bongkar pasang trotoar tidak jelas .;yes
mata buta mata hati otak mafia;yes
indonesia mesti maju . tidak mau dengerin orang goblok;yes
bravo ukraina . biar kadrun sedunia sakit hati ternyata rusia yang di katakan bangsa rum . sekutu mereka tidak bisa apa-apa . cuma gede bacot doang . hahahahha;yes
problem terbesar adalah hancurnya sdm oleh islam . ! sehingga tidak bisa mengelola dan membentuk produk jadi sendiri . !;yes
ganjar ternyata kadrun didempul nasionalisme . visinya waktu mengomong kadrun sekali . anti piala dunia . konser pikdun punya peluang sukses digelar seperti konsernya coldplay di tengah ributnya penolakan oleh kelompok kadrun .;yes
. biaya kampanye kan gede . jadi sudah tidak ada yang bisa ditilep bajingan banget ya elite anjingkurap ini;yes
wajarlah  karena bukan pribumi . kan yaman;yes
manusia tidak berguna , cuma sampah .;yes
orang kaya tapi bodoh2 . kok bisa percaya begitu saja sama bocah . tidak habis pikir ane;yes
anus yohanes baswedan . berkaca dulu lah pada rekam jejakmu di dki , dari pol identitas hingga kebohongan dari janji2 bualmu . ;yes
jangan percaya orang kafir , wong negara islam saja perang melulu , dasar teroris houthi;yes
israel punya otak iblis biadab laknat sangat tidak manusiawi;yes
sudah aku duga . qory pasti akan selamatkan suami tengiknya itu . apa bisa disebut bego sih qory ini . ? kayaknya suami kampretnya itu pegang kartu truf qory , hati kedepan qory . bisa dibunuh kamu sama laki tengik itu kalau kamu bikin salah paham , paling nanti suaminya Cuma bilang khilaf . lol .;yes
tahi . yang begitu diributin tapi ketika ada pengakuan dari pns terkait dengan perintah bupati di jateng dan pj kepala daerah di papua untuk memenangkan pasangan nomor 1 , bawaslu dan para congor sampah pada bungkam . bangsat;yes
yang gadungan itu dokter yang mulut comberan don t play game bulshit very stupid gibran is the best he know what he doing ok dokter gadungan your mouth garbage;yes
kata katamu kok busuk tapi min , apa kamu sudah berubah jadi asu anjing , yang sudah tidak manusia lagi;yes
rumah sakit buat sarang teroris . ck ck harus dimusnahkan gaspol;yes
alasan klasik dari jaman nabi . pantas saja tidak maju2 . tapi gue lihat yang mending itu program naturalisasi nya malaysia , kelihatan di penyisihan ini di mulai dengan hasil bagus banget;yes
mewah ? toilet ctm yang pakai toilet otak nya anjing kan ? toilet du2k dibikin jongkok . ambrol , orang nya lari enggak tggjw . pakai toilet enggak disiram . ditunggu saja . ktm orang-orang yang model beginian .;yes
mahmud md itu maksudnya mahmud omong doang ya omong doang yang gede . ;yes
lah ente sendiri tolol atau goblok ? enggak usah bacot shin tae yong . pemain timnas . ente itu hanya sampah . ente ini bacot kayaknya enggak disaring .;yes
kamu demen benar jilatin pantat nya orang israel ? coba kamu jilatin kaki nya idf , siapa tau sih hamas nyerah . kamu kan sama biadab nya seperti idf .;yes
di kai pun dirutnya tidak masuk akal mirip kodok . ppkm dihapus tapi syarat vaksin tetap ada semoga segera berganti tahun ini .;yes
indonesia mau jadi apa di tangan prabowo gibran ? rusak ! cendana , militer berkuasa ! prabowo monster !;yes
menunggu giliran berantakan cuap2 . ujung2 nya berantakan mau ketawa2 ini ehmalah . sudah merusak konstitusi ternyata untuk manusia dungu . hancur cuk;yes
haha itu group kadrun loh;yes
demo tidak mutu makin ruwet saja giliran koruptor dilindungi kalian diam saja ya;yes
mundur alon alon bos sudah mau pensiun pada alih dukungan ke paslon 02 anak presiden nangkring jadi cawapres tentu bapak ikut andil dalam segala hal untuk memenangkan anak tidak peduli negara kosong pejabat nya kemaruk jabatan haus kekuasaan bangkai semua;yes
ini mahluk sakit jiwa , perlu di check masih muda kenapa kelakuan kayaknya setan . jangan-jangan kecilnya sering di siksa atau tidak tidak pernah di didik agama . ;yes
leluhur saya bukan orang arab ! wkakakakaka . ini saran buat mbak aisyah daripada capek2 tiap hari kutukin israel yang ada kutukan itu berbalik ke mbak sendiri . lebih baik makan semangka sambil minum kencing onta . atau semangka itu bisa di olah jadi jus semangka campur kencing onta . kencing onta minumn surga;yes
lawakan . penjol . banyumas .;yes
pasangan no .  adalah pasangan aneh . yang satu sudah bau tanah , satunya lagi masih bau kencur hahaha . ancur .;yes
bukan dilanjutkan tapi buat tempat wisata sesuai cita2nya perubahan berarti sama dong begonya sama kamu biaya sudah hampir 45 t Cuma buat tempat wisata dan tidak sesuai bangunan sama kegunaannya dasar otak kadrun tolol bego;yes
satu putaran saja sudah mampus kok lihat saja allah maha kuasa tunggu azab datang;yes
saya beritahu anda . kamu mengutuk israel , tapi apa hasilnya ? kan tidak ada ? lalu apa pentingnya mendengarkan ocehanmu kalau tidak menghasilkan apa apa ? orang yang tidak memahami riwayat israel akan mengatakan semuanya sebagai doktrin . itu biasa , tapi tidak penting untuk didengarkan .;yes
jangan sewoooot naik onta saja itu di arab;yes
yang jelas pelakunya batak . sumatera .;yes
melawan teroris jihad tidak perlu kompromi . kompromi artinya siap dibantai . baca piagam hamas . biar idiotmu berkurang . hamas mau membasmi yahudi dari bumi . makanya sekarang di hajar habis2an . perlu sampai habis itu hamas . hamas kalah perang . wajib melawan sampai israel hilang , jangan mewek . tolol;yes
netanyahu inspirasi non muslim melawan jihad dan intoleransi kadrun2 . tidak punya cabang teroris gaes . beda dengan hamas yang punya isis , al qaeda dengan sumber sama .;yes
bacot ! jadi duit yang diterima per orang berapa ? kalau ditotal apa 9 juta ? kenapa gaji bisa hanya 300rb ? dan kenapa ada surat tidak keberatan mengenai gaji ? ;yes
saya jamin kamu ngobrol dengan saya makin tambah cerdas , meskipun saya hanya toekang ojek pengkolan . asalkan pikiranmu mau terbuka , sebab iman itu mencari pengertian yang masuk akal faith seeking understanding . gunakan akal budimu untuk mengritisi ajaran mu yang tidak masuk akal ! tuak beer ! ;yes
yang ini juga anggota geng maling jadinya 11 12 indonesia begitu loh;yes
pendukung arab pesek taunya bola doang.;yes
para gen saja yang tolol kayak begini memang sudah pantas mati lebih cepat . ayo siapa lagi para gen saja yang mau menyusul kayak dia ? biasanya dari kaum tukang goyang gemoy ini yang pikirannya ala sumbu pendek .;yes
kamu yang goblok . sudah begitu hidup dan banyak hutang . tapi kamu;yes
fkub juga isinya sama . yang jadi masalahnya kadrun2 itu tidak beradab . mau diubah bagaimana juga tidak berarti . hanya jaman diktator militer suharto minoritas dapat beribadah dengan tenang .;yes
kayanya kamu yang salah . pikir .;yes
? ? betul ctm yang pakai toilet otak nya anjing kan ? toilet du2k dibikin jongkok . ambrol , orang nya lari enggak tggjw . pakai toilet enggak disiram . ditunggu saja . ktm orang-orang yang model beginian .;yes
israel lebih biadab membunuh ribuan wanita dan anak . bodat kau . ;yes
brics ada china di indonesia , sementara kadrun anti cina , kadrun bisa teriak teriak kesetanan pakai toa , hua ha ha ha . !;yes
dancuk , matamj picek , kupingmu budheg , atimu buthek . mrin . amrin;yes
gue kasihan sama manusia gagal seperti ini . ;yes
cebol n buntet jangan ketakutan kalah sama . .;yes
kadrun kagak makan beton rell baja , mereka ngertinya kue nasbung . hihihi;yes
bukan dilanjutkan tapi buat tempat wisata sesuai cita2nya perubahan berarti sama dong begonya sama kamu biaya sudah hampir 45 juta Cuma buat tempat wisata dan tidak sesuai bangunan sama kegunaannya dasar otak kadrun tolol bego;yes
yang mulia ? kelakuan persis maling jemuran hakim sampah;yes
sebetul nya virus kadrun lah yang menyebabkan manusia menjadi bodoh dan tidak beretika;yes
yaman negara termiskin di dunia ? kok ada warga yaman yang gaya2an di indonesia dengan pesawat pribadi dan mau nyapres ? apa tidak lebih baik pulang kampung membenahi negeri sendiri ? ;yes
hamas menyandera tawanan sipil dari berbagai warga negara , kok tidak dikutuk , malah dipuja puji . sehatkah jiwa dan budimu ? palestina layak dibela , hamas layak di kutuk diperangi .;yes
lebih baik mati daripada orde kadrun .;yes
rusia penghancur dunia , tunggu kepunahanmu;yes
lhah aku sudah mulai tenggelam kok . tolol jangan dipelihara . bego . kasihan ibumu wkwkwk;yes
otakmu dungu , bu puan duit segudang karena basic pendidikanx jelas .;yes
lebih cerdas lagi ngakalin mk lewat ipar buat pangeran kita kan bodoh semua cuma bisa melongo planga plongo tidak ada yang bilang internensi mk , itulah kecerdasan sih lurah dengan tampang polos dan dungunya;yes
yang beli diatas 50 sipit . .;yes
mk sudah rusak marwahnya ! keputusan anwar usman yang bodoh itu merusak citra baik yang dibangun susah payah oleh mk . . dengan begitu nanti kepala desa yang usia muda juga boleh jadi capres ya ! makin bodoh saja kalian itu ! mestinya diputuskan saja gugatan diterima tapi berlaku pilpres 2029;yes
mantap kepala kamu peang;yes
itulah kalau orang sdm nya nol . ! sudah pada tidak mikirkan , orang lain itu demo kades bedes . ! apa ada lagi lainnya . ? kalau hal kades bedes , sebaiknya pemerintah serta anggota dewan lebih tegas . ! karena itu pribadi bukan kehendak masyarakat setempat , baiknya abaikan saja itu gara parpol asuu . ! ;yes
kelakuannya kayak asu niat banget kalau mau tipu;yes
kudeta militer myanmar sangat-sangat biadab , muslim sebagai minoritas jadi sasaran pertama , biadab , mari kita kutuk militer myanmar , sama seperti israel .;yes
kau tamak yang terhina dimana2;yes
memang bangsat sih pengecut hamas laknatullah bikin susah saja;yes
yang kasih ijin babi begitu siapa  ?;yes
jelas tertulis bagaimana urutan singapura melakukannya pertama normalisasi dulu , kemudian naturalisasi . otak orang sok beriman memang susah diajak pikir , apalagi introspeksi . bani ngacengan;yes
imigran muslim jumlahnya makin besar . jumlah besar bagi muslim adalah kondisi bagus berjihad . membantai , mengusir , merkosa , menjarah . 219 cukup besar , makanya mereka songong walau miskin , tolol , tidak punya identitas jelas . persis mereka yang di eropa . ;yes
pikir kuntul kamu kira dampak nuklir hanya sekitaran israel kalau jatuhin di israel . semua negara yang ada disekitarnya pasti terkena . bodoh . mengomong pakai dengkul ya kay begini .;yes
muka kamu saja tendang;yes
kata katamu kok tapi min , apa kamu sudah berubah jadi asu anjing , yang sudah tidak manusia lagi;yes
yaman tetap yaman . tidak bisa ;yes
jangan tinggal di indonesia kalau banyak ketimpangan tinggal di yaman saja sono;yes
betapa rakusnya , betapa biadab !;yes
ya tuntut , yang putuskan tali sama korek api tersebut , itu orang dungu , bebal otaknya guru tersebut . ! jelas balon gas kok , mutus tali sama korek api . ! yaa jelas meledak . kebakaran , tuntut saja sama guru goblok , dungu . tersebut ! yang memutuskan tali pakai korek api tersebut . akan tetapi goblok . !;yes
cak min perkataannya yang tidak bertuhan !;yes
orang baik ya kbykn begitu . picik licik .;yes
ciri2 tidak punya gagasan . Cuma mengerti kritik . mirip sih yaman kadrun;yes
kalau ganti nama harus diakui oleh i ahli nya;yes
kalau kata bung rocky gerung penulis opini ini dungu sih , karena tidak paham dengan apa yang ditulisnya;yes
ya betul seribu kali lebi kejam teroris hamas biadab biang kerok perang . karena sengaja menargetkan warga sipil sebanyak2nya . mperkosa , mbunuh lansia balita serta menculik mereka . jika idf menggunakan taktik yang sama dengan teroris hamas , sudah puna itu orang-orang palestina di gaza . ;yes
mad fikih , . . kalau soal kibul kelompokmulah jagonya . mulut dan ugamamu saja kau kadali , kau pelintir , dan kau jual demi hasrat birahimu .;yes
mahkamah konstitusi di obok2 oleh keluarga jokodok yang tidak bisa bergerak berkontribusi sama juga mafia hukum di daerah itupun orang-orang jokodok yang selama ini jadi penjilat , menkokumham pun tidak bisa menunjukan kontribusinya , takut direshuffle nantinya .;yes
rumah warga jadi sarang teroris . ck ck harus dimusnahkan gaspol;yes
tolol . ! dasarnya ya prnyataan kepolisian . ! sebuah institusi yang harus rakyat percaya . budaya malu itu diturunkan diajarkan dari orang tua pendidikan . kalau tidak malu itu tandanya lo itu otg yang kurang di ajar alias kurang ajar .;yes
maaf , tidak level bicara sama orang tidak mengerti dalam tata bahasa ediot , dungu . ! maaf tidak level . ! karena sdmmu nol o ! ;yes
dari golongan yang sono memang sudah jadinlegend dikenal pemeras , perekayasa . Cuma karena sudah terbukti sekarang kita bisa bilang enak kamu mampus !;yes
ya , atau enggak cak imin bikin kolam comberan mendidih wokawokawok .;yes
persis orang munafik paman ;yes
saudara , saudara makan saudara , biadab itu yang curang .;yes
maka nya kerja biar otak tidak bengong dikit2 menonton bokep main hp lihat cewek , puasa senin kamis belajar menahan hawa nafsu , yang terakhir bayangkan ibu kamu adek anak cewek kamu kalau dikasih lihat kontol sama orang dijalanan bagaimana perasaan kamu;yes
mana berani nye sama lawan yang lemah dasar yahudi somplak;yes
lo . lo . goblok dipiara;yes
manusia azab laknat . manusia tidak berguna;yes
sudah bau tanah masih nyinyir . takut kalah yaa . jago mu pasti menang . nangis;yes
al . yaman kadrun;yes
mantan president ini iblis perwujudan manusia kayak tuannya putin . sungguh manusia manusia biadab yang masih ada dimuka bumi . mereka anggap sepelu sudah ratusan ribu nyawa tidak berdosa mati di ukraina . pbb ompong enggak bisa apa apa .;yes
mainnya sudah tidak bisa berkembang kamu jo , main tidak ada serangannya , pemain jangkung di kasih bola lob terus ya dihajar terus lo . mainnya begitu terus tidak ada evaluasinya . pemain sama pelatih sama saja , sama sok kepinteran . ;yes
sih at ngibul . yang penting beda ! hanya orang dungu dapat dikibuli , apa khabar sumur resapan dki bukti cuma gede bacot;yes
kenapa kkb masih di biarkan hidup , tuntaskan semua sampai ke akar akarnya , mereka itu sangat biadab , ;yes
jangan salah . binatang masih lebih baik dari kkb . binatang itu masih punya kepedulian terhadap binatang lainnya . binatang masih lebih baik dari kkb;yes
hahaha . wtf ! pemkot nya super duper dongo tidak tahu kerja;yes
hamas yang baik dan benar adalah mereka yang sudah terbujur kaku di selokan penuh sampah;yes
hari ini mantan ketua partai politik paling dongo deh;yes
bikin gerakan pengurangan rohingya saja , kalau macam , siksa , saja ,;yes
ya betul seribu kali lebi kejam teroris hamas biadab biang kerok perang . karena sengaja menargetkan warga sipil sebanyak2nya . mperkosa , mbunuh lansia balita , menculik mereka . jika idf menggunakan taktik yang sama dengan teroris hamas , sudah puna itu orang-orang palestina di gaza .;yes
saya perhatikan ada mirip2nya dengan napoleon bonaparte yang pernah cekcok dalam penjara dengan . muh . kace murtadin dan napoleon mengeluarkan jurus . menjijikkan .;yes
yang benar ini orang . dungu . kalian semua terlibat;yes
bacotnya doang digedein tapi nyalinya ciut kaya babi;yes
karya kadrun konoha memang tidak pernah gagal mempertontonkan kualitas iq yang cuma tuju puluh . jauh dari cerdas wkwkwk;yes
dasar prabowo sih tua bangkai mulut besar . saat ini merasa sok hebat amat ya . mentang2 didukung jokodok dan beye . dia pikir bisa menang . nyatanya survey nya turun terus . efek dari gibran dan dhani yang tidak dewasa . mirip bocah sd . joget2 kayaknya badut .;yes
hahaha obral . sngin sorga itu ? ! wong gurun . ;yes
jalan mencari kursi kekuasaan sudah tidak benar . negara ini milik orang banyak min . bukan milik engkong kamu .;yes
kekejaman israel di berita kompas  di ikuti oleh para penyembah mayat .;yes
kkb kapan di genosida ? ! ngabisin banyak duit ! anjing ! tolong bantai mereka semua ! ;yes
orang indonesia kok pro penjajah dan anti negara wan . bangsat .;yes
mui biang keroknya , menteri perdagangan juga dongo jadi kombinasi yang cocok buat orang seindonesia bingung .;yes
keren . jadilah tentara yang dicintai rakyat , permintaan kepada tni , lebih dekatlah dengan anak-anak , agar besar nanti mereka jadi tni yang kuat dan tangguh .;yes
ganjar ternyata kadrun didempul nasionalisme . visinya waktu mengomong kadrun sekali . anti piala dunia . padahal pikdun punya peluang sukses digelar seperti konsernya coldplay di tengah ributnya penolakan oleh kelompok kadrun . ;yes
tidak ganti namanya sarmin sarat intimidasi baru calon saja sudah ngncem , wis mending kowe ngaibon wae min ben fly;yes
mubazir .  . memang tidak punya otak sih amin .;yes
betul kali . rusia komunis yang nota bene tidak punya agama perang masih pakai otak sehat . tidak seperti israel otak nya setan iblis tidak peduli itu bayi sekalipun di bunuh . di bunuh juga . pengecut ! ;yes
goblok . terus ojol yang anyep terus bagaimana ? lon te . pikir . dasar te m pik . ;yes
wkwkwk . cocok ini . kalau ke no . 1 . sama sama badut nya .;yes
kamu semakin kayak babi;yes
au itu mestinya dipecat dan keluar dari mk . wong sudah jadi pelanggar berat . dia akan bermanuver teus dan jadi duri terus di mk . dasar gila kekuasaan .;yes
kelompok binatang kalau berbuat curang pasti ada dalihnya , karena tidak ada jalan untuk mengalahkan . anies kecuali dengan cara licik dan curang . ;yes
bangsat , perampok , maling , jahanam kau;yes
akibat sering lihat berita korupsi korupsi korupsi korupsi yang dipertontonkan oleh pejabat laknatullah ini , guru kencing berlari murid kencing berlari !;yes
imigran muslim yang biadab di eropa melahirkan tragedi bom bataclan , geng perkosaan rotherham inggris , di persidangan pelaku mengaku , motifnya karena perintah islam . google saja . wkwkwk makanya uni eropa tutup pintu buat imigran muslim .;yes
pasangan prabowo gibran sering melanggar atau menabrak aturan . belum berkuasa saja sudah begitu kelakuannya , bagaimana kalau sudah berkuasa ? bisa jadi semakin brutal dan otoriter . hanya orang dungu yang mau pilih pasangan prabowo ini;yes
begini kalau pejabat dungu dan tidak inovatif , bukannya mencari solusi pekerjaan bagi mssyarakat , ini malah mempersulit . ;yes
biadab memang kelakuan ektrimis kkb , mestinya kalian tau mana rakyat biasa yang sedang mencari nafkah , kalian tidak punya hati , memang tidak pantas dikasihani . keyakinan saya budha , tidak sepantasnya kalian berbuat seperti itu terhadap orang lain . ;yes
hahaha kenapa ? pdip pki besar , apa pilih ganjar ? ganjar idiot , cengeng dan penyuka bokep wkwkwkwkwkwkwkwk , sedangkan mamprut , sudah menjadi professor tolil bin tolol wkwkwk;yes
kenapa kg tawarin kesini saja mumpung masih banyak stok pemuja nabi alputin;yes
makanya jangan pilih anis bohir pks otaknya selangkangan melulu;yes
betull sekali . mas broo , seperti itulah bila , jadi babu china sipit . ! suruh balik , saja kenegerinya saja indonesia bisa bebas dari orang seperti zaman penjajahan belanda;yes
alasan yang masuk akal karena tudak nenguasai materi baik prabowo yang sudah kelihatan mulai pikun dan gibran yang tidak menguasai apapun sama sekali kecuali bermain kartu kartu kayak sang gurunya;yes
sayang banget ya orangnya hitam2 dan jelek-jelek , coba kalau putih bersih , sexy , hidung mancung . pasti diterima dimana saja . kalau soal pengungsi , mau agamanya apapun juga , kalau jelek hitam ya tidak ada yang mau terima . bullshit kalau orang mau terima karena agamanya sama .;yes
aduh om , . awas hipertensi . nanti malah masuk rumah sakit . .;yes
kelakuan orang barbar dan biadab , padahal sudah mau bangkrut itu negara;yes
inilah ksalahan pemerintah . pemerintah indonesia lemah atau munafik karena hai mnampung menerima aspirasi warga pro . hamas yang adalah mayoritas populasi . aspirasi warga pro israel tidak diakomodir karena minoritas . jelas yang mulai serangan biadab adalah teroris hamas . harusnya pemerintah indonesia kutuk , .;yes
susah ini , repot . oloh eswetek saja membela israel , apalagi sih mamad bocil;yes
kekejaman israel yang diberitakan di kompas selalu di bela oleh para penyembah berhala;yes
penyembah puting kutu . yang mengatakan rakyat ukraina menderita . maksudnya supaya ukraina menyerah . agar puting menang . padahal rakyat ukraina para pemberani bukan seperti puting dan penyembahnya;yes
ente sewoooot naik onta saja itu di arab;yes
betuuul . dul sih mar ini sudah sadar ya . masih menyembah mayat ya .;yes
capres kadrun malah mau ajak pengungsi yaman dan palestina , , baru rohingya saja sudah ribut;yes
dia memang tampar muka sendiri np ? justru buat semangat dia . sp bil bunuh diri ? ente itu mau bunuh diri . bs2 nya orang orba jadi presiden . dasar tolol !;yes
kelihatannya menag yaqut cholil tidak mengerti perhitungan yang detail biaya perjalanan haji , yang tahu hanya menguras rakyat untuk biaya haji , siapa yang membisik yaqut untuk menaikkan biaya haji ? , apa srimulyani ? , dan dana haji yang lalu habis untuk foya foya ? , betul betul fir aun;yes
